UID         PID   PPID  C STIME TTY          TIME CMD
kzhangs+  62530 226004  0 00:38 pts/76   00:00:00 -bash
rheisen   64683      1  0 Jan10 ?        00:00:00 ssh-agent -s
root      65559      2  0 00:47 ?        00:00:00 [kworker/31:2]
kzhangs+  70548  62530  0 01:12 pts/76   00:00:00 vim linkedlist.c
kzhangs+  70581 226004  0 01:12 pts/91   00:00:00 -bash
root      70734      2  0  2019 ?        00:00:00 [kworker/31:1H]
kzhangs+  71618  70581  0 01:18 pts/91   00:00:00 vim data.sh
root      71759      2  0 01:19 ?        00:00:00 [kworker/45:1]
root      71762      2  0 01:19 ?        00:00:00 [kworker/39:0]
root      71764      2  0 01:19 ?        00:00:00 [kworker/43:0]
root      71767      2  0 01:19 ?        00:00:01 [kworker/17:1]
root      71768      2  0 01:19 ?        00:00:00 [kworker/41:0]
root      71769      2  0 01:19 ?        00:00:00 [kworker/24:1]
ryanl35   73752  55226  0 Jan12 pts/96   00:00:00 -bash
ryanl35   74713  55226  0 Jan12 pts/103  00:00:00 -bash
root      75011 178967  0 Jan10 pts/80   00:00:00 /usr/bin/sudo su -
root      75015  75011  0 Jan10 pts/80   00:00:00 su -
root      75018  75015  0 Jan10 pts/80   00:00:00 -bash
gerard    76152      1  0 Jan09 ?        00:00:00 ssh-agent -s
ariflei+  76155      1  0 Jan09 ?        00:00:00 ssh-agent -s
zrchencn  76683  92054  0 Jan13 pts/106  00:00:00 bash
nickbag+  77538      1  0 Jan12 ?        00:01:31 tmux
nickbag+  77539  77538  0 Jan12 pts/101  00:00:00 -bash
nickbag+  77745  77538  0 Jan12 pts/102  00:00:00 -bash
root      78189      2  0 01:47 ?        00:00:00 [kworker/33:1]
iambucky  79250      1  0 Jan12 ?        00:01:33 tmux
iambucky  79251  79250  0 Jan12 pts/114  00:00:00 -bash
iambucky  79393  79250  0 Jan12 pts/110  00:00:00 -bash
nickbag+  79959  77538  0 Jan12 pts/75   00:00:00 -bash
root      80415      2  0  2019 ?        00:00:00 [kworker/24:1H]
iambucky  80491  79250  0 Jan12 pts/49   00:00:00 -bash
iambucky  80787  79250  0 Jan12 pts/120  00:00:00 -bash
iambucky  80956  79250  0 Jan12 pts/121  00:00:00 -bash
iambucky  81186  79250  0 Jan12 pts/122  00:00:00 -bash
bhatch    81269      1  0 Jan13 ?        00:00:23 tmux
bhatch    81270  81269  0 Jan13 pts/174  00:00:00 -bash
nickbag+  82065  77538  0 Jan12 pts/47   00:00:00 -bash
nickbag+  82135  77538  0 Jan12 pts/73   00:00:00 -bash
nickbag+  82201  77538  0 Jan12 pts/115  00:00:00 -bash
nickbag+  82366  82201  0 Jan12 pts/115  00:00:00 vim main.c
iambucky  82578  79250  0 Jan12 pts/11   00:00:00 -bash
dandig    83000      1  0 Jan12 ?        00:00:46 tmux
dandig    83001  83000  0 Jan12 pts/128  00:00:00 -bash
loganpa+  83568      1  0 Jan12 ?        00:00:51 tmux
loganpa+  83569  83568  0 Jan12 pts/129  00:00:00 -bash
loganpa+  83614  83568  0 Jan12 pts/130  00:00:00 -bash
jaison    85160      1  0 Jan11 ?        00:01:19 tmux
jaison    85161  85160  0 Jan11 pts/27   00:00:00 -bash
jaison    85271  85160  0 Jan11 pts/28   00:00:00 -bash
jaison    85397  85271  0 Jan11 pts/28   00:00:06 vim client.py
brianwa+  87385      1  0 Jan12 ?        00:00:51 tmux
brianwa+  87386  87385  0 Jan12 pts/132  00:00:00 -bash
brianwa+  87439  87385  0 Jan12 pts/133  00:00:00 -bash
ryanl35   87608  73752  0 Jan12 pts/96   00:00:00 vim main.c
brianwa+  87748  87439  0 Jan12 pts/133  00:00:00 vim main.c
root      90139   2477  0 Jan12 ?        00:00:00 sshd: jpark0 [priv]
jpark0    90143  90139  0 Jan12 ?        00:00:11 sshd: jpark0
zrchencn  91997      1  0 Jan12 ?        00:00:01 /home/zrchencn/.local/bin/tmux
zrchencn  91998  91997  0 Jan12 pts/105  00:00:00 -bash
zrchencn  92045  91998  0 Jan12 pts/105  00:00:00 bash
zrchencn  92054  91997  0 Jan12 pts/106  00:00:00 -bash
cwil290+  93399      1  0 Jan10 ?        00:02:13 tmux
joedobro  96291      1  0 Jan12 ?        00:00:54 tmux -f main.c
joedobro  96292  96291  0 Jan12 pts/131  00:00:00 -bash
seanxin   96863      1  0 Jan12 ?        00:01:14 tmux
seanxin   96864  96863  0 Jan12 pts/139  00:00:00 -bash
root      97320      2  0  2019 ?        00:00:00 [kworker/35:1H]
root      97362      2  0  2019 ?        00:00:00 [kworker/46:1H]
clarakim  97365      1  0 Jan11 ?        00:02:19 tmux
clarakim  97366  97365  0 Jan11 pts/30   00:00:00 -bash
clarakim  97462  97365  0 Jan11 pts/65   00:00:00 -bash
clarakim  97507  97365  0 Jan11 pts/71   00:00:00 -bash
seanxin   97698  96863  0 Jan12 pts/138  00:00:00 -bash
clarakim  98062  97462  0 Jan11 pts/65   00:00:00 vim rectangle2.cpp
clarakim  98242  97365  0 Jan11 pts/79   00:00:00 -bash
clarakim  98351  97365  0 Jan11 pts/83   00:00:00 -bash
seanxin   99106  96863  0 Jan12 pts/4    00:00:00 -bash
seanxin  100461  96863  0 Jan12 pts/140  00:00:00 -bash
nrose619 100486 232256  0 Jan08 pts/40   00:00:00 -bash
seanxin  100522  96863  0 Jan12 pts/93   00:00:00 -bash
zefwang  100717      1  0 Jan13 ?        00:00:28 tmux -CC
zefwang  100718 100717  0 Jan13 pts/123  00:00:00 -bash
zefwang  100965 100717  0 Jan13 pts/150  00:00:00 -bash
epsteinw 104228      1  0 Jan13 ?        00:00:00 ssh-agent
spicerk  104842      1  0 Jan12 ?        00:01:01 tmux
spicerk  104843 104842  0 Jan12 pts/18   00:00:00 -bash
vanessa+ 105796      1  0 Jan12 ?        00:03:12 tmux
vanessa+ 105797 105796  0 Jan12 pts/108  00:00:00 -bash
spicerk  106544 104842  0 Jan12 pts/126  00:00:00 -bash
root     107422      2  0 04:26 ?        00:00:00 [kworker/29:2]
vanessa+ 108071 105796  0 Jan12 pts/151  00:00:00 -bash
vanessa+ 108127 105796  0 Jan12 pts/153  00:00:00 -bash
vanessa+ 108185 105796  0 Jan12 pts/154  00:00:00 -bash
vanessa+ 108287 105796  0 Jan12 pts/155  00:00:00 -bash
vanessa+ 108380 105796  0 Jan12 pts/156  00:00:00 -bash
iambucky 109358  81186  0 Jan12 pts/122  00:00:00 vim main.c
vanessa+ 110030 105796  0 Jan12 pts/26   00:00:00 -bash
vanessa+ 110093 105796  0 Jan12 pts/113  00:00:00 -bash
vanessa+ 110158 105796  0 Jan12 pts/72   00:00:00 -bash
vanessa+ 110207 105796  0 Jan12 pts/119  00:00:00 -bash
vanessa+ 110300 105796  0 Jan12 pts/159  00:00:00 -bash
root     110362      2  0 04:36 ?        00:00:00 [kworker/2:2]
root     110369      2  0 04:36 ?        00:00:00 [kworker/0:0]
root     110371      2  0 04:36 ?        00:00:00 [kworker/16:2]
root     110374      2  0 04:36 ?        00:00:00 [kworker/44:0]
root     110380      2  0 04:36 ?        00:00:00 [kworker/21:0]
root     110391      2  0 04:36 ?        00:00:00 [kworker/37:2]
root     110392      2  0 04:36 ?        00:00:00 [kworker/13:2]
vanessa+ 110451 105796  0 Jan12 pts/124  00:00:00 -bash
nrose619 112457 232256  0 Jan08 pts/57   00:00:00 -bash
vanessa+ 112801 105796  0 Jan12 pts/161  00:00:00 -bash
vanessa+ 113100 105796  0 Jan12 pts/162  00:00:00 -bash
vanessa+ 114278 105796  0 Jan12 pts/145  00:00:00 -bash
elikir   115483      1  0 Jan09 ?        00:02:08 tmux
ryanl35  116314  55226  0 Jan10 pts/82   00:00:00 -bash
elikir   116891 115483  0 Jan09 pts/87   00:00:00 -bash
edward   117037      1  0 Jan08 ?        00:00:00 sh /home/edward/.vscode-server-oss/bin/8b6e0efc0a98639085fabeb5226a516785424796/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --disable-telemetry --port=0
edward   117045 117037  0 Jan08 ?        00:00:12 /home/edward/.vscode-server-oss/bin/8b6e0efc0a98639085fabeb5226a516785424796/node /home/edward/.vscode-server-oss/bin/8b6e0efc0a98639085fabeb5226a516785424796/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --disable-telemetry --port=0
elikir   117546 115483  0 Jan09 pts/127  00:00:00 -bash
bachung+ 118375      1  0 Jan10 ?        00:02:13 tmux
bachung+ 118376 118375  0 Jan10 pts/141  00:00:00 -bash
bachung+ 118435 118375  0 Jan10 pts/142  00:00:00 -bash
bachung+ 118764 118376  0 Jan10 pts/141  00:00:01 vim main.c
kzhangs+ 119020 226004  0 Jan13 pts/208  00:00:00 -bash
kzhangs+ 119075 226004  0 Jan13 pts/213  00:00:00 -bash
kzhangs+ 119289 119020  0 Jan13 pts/208  00:00:00 vim main.c
xhusser  122853      1  0 Jan12 ?        00:00:44 tmux
xhusser  122854 122853  0 Jan12 pts/157  00:00:00 -bash
xhusser  123105 122853  0 Jan12 pts/160  00:00:00 -bash
bachung+ 125638 118375  0 Jan10 pts/143  00:00:00 -bash
ture     131884      1  0 Jan10 ?        00:02:35 tmux
ture     131885 131884  0 Jan10 pts/62   00:00:00 -bash
ture     134349 131884  0 Jan10 pts/14   00:00:00 -bash
root     134975      2  0 07:10 ?        00:00:00 [kworker/7:2]
ycervan+ 136010      1  0 Jan11 ?        00:01:10 tmux
ycervan+ 136011 136010  0 Jan11 pts/67   00:00:00 -bash
cwil290+ 136120  93399  0 Jan12 pts/173  00:00:00 -bash
vanessa+ 136484 114278  0 Jan12 pts/145  00:00:00 vim main.c
root     137243   2477  0 Jan02 ?        00:00:00 sshd: idasilva [priv]
idasilva 137248 137243  0 Jan02 ?        00:00:07 sshd: idasilva@pts/1
idasilva 137249 137248  0 Jan02 pts/1    00:00:00 -bash
root     137325 137249  0 Jan02 pts/1    00:00:00 /usr/bin/sudo su -
root     137326 137325  0 Jan02 pts/1    00:00:00 su -
root     137327 137326  0 Jan02 pts/1    00:00:00 -bash
cwil290+ 137934  93399  0 Jan12 pts/99   00:00:00 -bash
takayama 138051      1  0 Jan09 ?        00:00:00 /usr/bin/node /home/takayama/Classes/cs4400/ppl/node_modules/jest-worker/build/workers/processChild.js
cwil290+ 138079  93399  0 Jan12 pts/137  00:00:00 -bash
root     138396   2477  0 07:38 ?        00:00:00 sshd: rheisen [priv]
rheisen  138413 138396  0 07:38 ?        00:00:00 sshd: rheisen@pts/34
rheisen  138415 138413  0 07:38 pts/34   00:00:00 -bash
root     140828   2477  0 07:53 ?        00:00:00 sshd: rmcbrayer [priv]
rmcbray+ 140847 140828  0 07:53 ?        00:00:01 sshd: rmcbrayer@pts/3
rmcbray+ 140849 140847  0 07:53 pts/3    00:00:00 -bash
cwil290+ 141520 138079  0 Jan12 pts/137  00:00:00 vim main.c
root     145394   2477  0 08:29 ?        00:00:00 sshd: rebeccamattie [priv]
rebecca+ 145439 145394  0 08:29 ?        00:00:00 sshd: rebeccamattie@pts/84
rebecca+ 145440 145439  0 08:29 pts/84   00:00:00 -bash
root     145582   2477  0 08:30 ?        00:00:00 sshd: rebeccamattie [priv]
rebecca+ 145613 145582  0 08:30 ?        00:00:00 sshd: rebeccamattie@pts/85
rebecca+ 145614 145613  0 08:30 pts/85   00:00:00 -bash
cwil290+ 146240  93399  0 Jan12 pts/90   00:00:00 -bash
danielm+ 146353      1  0 Jan10 ?        00:01:39 tmux
danielm+ 146354 146353  0 Jan10 pts/56   00:00:00 -bash
danielm+ 146415 146354  0 Jan10 pts/56   00:00:00 vim linkedlist.c
lilaliu+ 147287  54891  0 Jan13 pts/148  00:00:00 -bash
danielm+ 147377 146353  0 Jan10 pts/54   00:00:00 -bash
lilaliu+ 147482  54891  0 Jan13 pts/169  00:00:00 -bash
root     149115   2477  0 08:57 ?        00:00:00 sshd: tsengjonathan [priv]
tsengjo+ 149119 149115  0 08:57 ?        00:00:00 sshd: tsengjonathan@notty
tsengjo+ 149120 149119  0 08:57 ?        00:00:00 bash
root     149470   2477  0 09:00 ?        00:00:00 sshd: tsengjonathan [priv]
tsengjo+ 149473 149470  0 09:00 ?        00:00:00 sshd: tsengjonathan@notty
tsengjo+ 149474 149473  0 09:00 ?        00:00:00 bash
root     150417   2477  0 09:07 ?        00:00:00 sshd: alina [priv]
alina    150453 150417  0 09:07 ?        00:00:00 sshd: alina@pts/42
alina    150454 150453  0 09:07 pts/42   00:00:00 -bash
root     150600   2477  0 09:08 ?        00:00:00 sshd: willwallace24 [priv]
willwal+ 150610 150600  0 09:08 ?        00:00:00 sshd: willwallace24@pts/89
willwal+ 150611 150610  0 09:08 pts/89   00:00:00 -bash
root     150890   2477  0 09:09 ?        00:00:00 sshd: tsengjonathan [priv]
tsengjo+ 150924 150890  0 09:10 ?        00:00:00 sshd: tsengjonathan@notty
tsengjo+ 150925 150924  0 09:10 ?        00:00:00 bash
root     150991   2477  0 09:10 ?        00:00:00 sshd: tsengjonathan [priv]
tsengjo+ 150995 150991  0 09:10 ?        00:00:00 sshd: tsengjonathan@notty
tsengjo+ 150996 150995  0 09:10 ?        00:00:00 bash
root     151096   2477  0 09:10 ?        00:00:00 sshd: jialinzhen [priv]
jialinz+ 151110 151096  0 09:10 ?        00:00:00 sshd: jialinzhen@pts/107
jialinz+ 151111 151110  0 09:10 pts/107  00:00:00 -bash
zrchencn 152091      1  0 Jan11 ?        00:00:00 SCREEN
zrchencn 152092 152091  0 Jan11 pts/86   00:00:00 /bin/bash
zrchencn 152130 152092  0 Jan11 pts/86   00:00:00 /home/zrchencn/.local/bin/vim
willwal+ 153074 150611  0 09:23 pts/89   00:00:00 vim linkedlist.c
root     153108   2477  0 09:23 ?        00:00:00 sshd: sharonhe98 [priv]
root     153110   2477  0 09:23 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 153122 153108  0 09:23 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 153123 153110  0 09:23 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 153124 153123  0 09:23 ?        00:00:00 /usr/libexec/openssh/sftp-server
sharonh+ 153125 153122  0 09:23 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     153982   2477  0 09:31 ?        00:00:00 sshd: vmihajlovikj [priv]
vmihajl+ 153992 153982  0 09:31 ?        00:00:00 sshd: vmihajlovikj@pts/2
vmihajl+ 153993 153992  0 09:31 pts/2    00:00:00 -bash
root     154560   2477  0 09:35 ?        00:00:00 sshd: cctheresa [priv]
ccthere+ 154581 154560  0 09:35 ?        00:00:00 sshd: cctheresa@pts/92
ccthere+ 154582 154581  0 09:35 pts/92   00:00:00 -bash
root     155194   2477  0 09:39 ?        00:00:00 sshd: tsengjonathan [priv]
tsengjo+ 155197 155194  0 09:39 ?        00:00:00 sshd: tsengjonathan@notty
tsengjo+ 155198 155197  0 09:39 ?        00:00:00 bash
root     155425      2  0 09:40 ?        00:00:00 [kworker/30:1]
root     155562   2477  0 09:41 ?        00:00:00 sshd: alonneerman [priv]
alonnee+ 155582 155562  0 09:41 ?        00:00:00 sshd: alonneerman@pts/98
alonnee+ 155583 155582  0 09:41 pts/98   00:00:00 -bash
root     155697   2477  0 09:41 ?        00:00:00 sshd: lcostich [priv]
lcostich 155724 155697  0 09:41 ?        00:00:00 sshd: lcostich@pts/100
lcostich 155726 155724  0 09:41 pts/100  00:00:00 -bash
root     155885   2477  0 09:42 ?        00:00:00 sshd: hectorbenitez19 [priv]
root     155904   2477  0 09:42 ?        00:00:00 sshd: tsengjonathan [priv]
tsengjo+ 155926 155904  0 09:42 ?        00:00:04 sshd: tsengjonathan@notty
tsengjo+ 155927 155926  0 09:42 ?        00:00:00 bash
hectorb+ 155990 155885  0 09:42 ?        00:00:00 sshd: hectorbenitez19@pts/111
hectorb+ 155991 155990  0 09:42 pts/111  00:00:00 -bash
kzhangs+ 156077 226004  0 Jan12 pts/39   00:00:00 -bash
root     156170   2477  0 09:43 ?        00:00:00 sshd: cristellol [priv]
cristel+ 156183 156170  0 09:43 ?        00:00:00 sshd: cristellol@pts/112
cristel+ 156186 156183  0 09:43 pts/112  00:00:00 -bash
kzhangs+ 156191 226004  0 Jan12 pts/167  00:00:00 -bash
root     156793   2477  0 09:46 ?        00:00:00 sshd: gordonng123 [priv]
gordonn+ 156833 156793  0 09:46 ?        00:00:00 sshd: gordonng123@pts/116
gordonn+ 156835 156833  0 09:46 pts/116  00:00:00 -bash
root     156902   2477  0 09:46 ?        00:00:00 sshd: jialinzhen [priv]
jialinz+ 156926 156902  0 09:46 ?        00:00:00 sshd: jialinzhen@pts/118
jialinz+ 156927 156926  0 09:46 pts/118  00:00:00 -bash
jalter   157223      1  0 09:47 ?        00:00:01 tmux
jalter   157224 157223  0 09:47 pts/104  00:00:00 -bash
root     157303   2477  0 09:47 ?        00:00:00 sshd: mwerzanski [priv]
mwerzan+ 157338 157303  0 09:47 ?        00:00:00 sshd: mwerzanski@pts/135
mwerzan+ 157339 157338  0 09:47 pts/135  00:00:00 -bash
root     157939   2477  0 09:50 ?        00:00:00 sshd: mikemyan [priv]
mikemyan 157953 157939  0 09:50 ?        00:00:00 sshd: mikemyan@pts/144
mikemyan 157954 157953  0 09:50 pts/144  00:00:00 -bash
root     158195   2477  0 09:51 ?        00:00:00 sshd: preschern [priv]
root     158200   2477  0 09:51 ?        00:00:00 sshd: kchandwani [priv]
kchandw+ 158209 158200  0 09:51 ?        00:00:00 sshd: kchandwani@pts/152
kchandw+ 158210 158209  0 09:51 pts/152  00:00:00 -bash
presche+ 158256 158195  0 09:51 ?        00:00:01 sshd: preschern@pts/158
presche+ 158257 158256  0 09:51 pts/158  00:00:00 -bash
root     158327   2477  0 09:51 ?        00:00:00 sshd: gepstein23 [priv]
gepstei+ 158352 158327  0 09:51 ?        00:00:01 sshd: gepstein23@pts/163
gepstei+ 158353 158352  0 09:51 pts/163  00:00:00 -bash
root     158715   2477  0 09:52 ?        00:00:00 sshd: csciorilli7 [priv]
csciori+ 158734 158715  0 09:53 ?        00:00:00 sshd: csciorilli7@pts/164
csciori+ 158735 158734  0 09:53 pts/164  00:00:00 -bash
root     158935   2477  0 09:53 ?        00:00:00 sshd: rheisen [priv]
rheisen  158949 158935  0 09:53 ?        00:00:00 sshd: rheisen@pts/147
rheisen  158950 158949  0 09:53 pts/147  00:00:00 -bash
mwerzan+ 159038 157339  0 09:54 pts/135  00:00:00 vim main.c
root     159111   2477  0 09:54 ?        00:00:00 sshd: mcguinnessm [priv]
root     159135   2477  0 09:54 ?        00:00:00 sshd: rheisen [priv]
rheisen  159162 159135  0 09:54 ?        00:00:00 sshd: rheisen@pts/134
rheisen  159163 159162  0 09:54 pts/134  00:00:00 -bash
mcguinn+ 159272 159111  0 09:55 ?        00:00:00 sshd: mcguinnessm@pts/165
mcguinn+ 159273 159272  0 09:55 pts/165  00:00:00 -bash
root     159808      2  0 09:56 ?        00:00:00 [kworker/42:2]
root     159812      2  0 09:56 ?        00:00:00 [kworker/3:0]
root     159813      2  0 09:56 ?        00:00:00 [kworker/27:1]
root     159817      2  0 09:56 ?        00:00:00 [kworker/31:0]
root     159820      2  0 09:56 ?        00:00:00 [kworker/20:0]
root     159824      2  0 09:56 ?        00:00:00 [kworker/38:0]
root     159826      2  0 09:56 ?        00:00:00 [kworker/46:0]
root     159828      2  0 09:56 ?        00:00:00 [kworker/10:0]
root     159832      2  0 09:56 ?        00:00:00 [kworker/21:1]
root     159839      2  0 09:56 ?        00:00:00 [kworker/4:2]
root     159840   2477  0 09:56 ?        00:00:00 sshd: bhatch [priv]
root     159849      2  0 09:56 ?        00:00:00 [kworker/23:1]
root     159853      2  0 09:56 ?        00:00:00 [kworker/45:2]
root     159856      2  0 09:56 ?        00:00:00 [kworker/9:2]
bhatch   159901 159840  0 09:56 ?        00:00:00 sshd: bhatch@pts/8
bhatch   159902 159901  0 09:56 pts/8    00:00:00 -bash
root     160301   2477  0 09:59 ?        00:00:00 sshd: malcolmbec [priv]
malcolm+ 160322 160301  0 09:59 ?        00:00:01 sshd: malcolmbec@pts/109
malcolm+ 160323 160322  0 09:59 pts/109  00:00:00 -bash
root     160484      2  0 09:59 ?        00:00:00 [kworker/6:1]
root     160486      2  0 09:59 ?        00:00:00 [kworker/1:0]
root     160491      2  0 09:59 ?        00:00:00 [kworker/22:2]
root     160542   2477  0 10:00 ?        00:00:00 sshd: cboehmsmith [priv]
cboehms+ 160559 160542  0 10:00 ?        00:00:00 sshd: cboehmsmith@pts/166
cboehms+ 160560 160559  0 10:00 pts/166  00:00:00 -bash
root     160797   2477  0 10:00 ?        00:00:00 sshd: iquain [priv]
iquain   160809 160797  0 10:00 ?        00:00:00 sshd: iquain@pts/171
iquain   160810 160809  0 10:00 pts/171  00:00:00 -bash
root     160898      2  0 10:01 ?        00:00:00 [kworker/34:1]
root     160899      2  0 10:01 ?        00:00:00 [kworker/40:1]
lilaliu+ 161270 147287  0 Jan13 pts/148  00:00:01 vim linkedlist.c
root     161360   2477  0 10:03 ?        00:00:00 sshd: swansonkar98 [priv]
swanson+ 161363 161360  0 10:03 ?        00:00:01 sshd: swansonkar98@pts/149
swanson+ 161364 161363  0 10:03 pts/149  00:00:00 -bash
root     161465      2  0 10:03 ?        00:00:00 [kworker/26:1]
root     161481   2477  0 Jan02 ?        00:00:00 sshd: eelhami [priv]
eelhami  161485 161481  0 Jan02 ?        00:00:00 sshd: eelhami@notty
eelhami  161486 161485  0 Jan02 ?        00:00:00 /usr/libexec/openssh/sftp-server
brotibi  162002      1  0 Jan07 ?        00:04:45 tmux
brotibi  162003 162002  0 Jan07 pts/61   00:00:00 -bash
brotibi  162166 162002  0 Jan07 pts/63   00:00:00 -bash
root     162217      2  0 10:06 ?        00:00:00 [kworker/11:0]
raymond+ 162325      1  0 Jan07 ?        00:00:00 ssh-agent -s
brotibi  162467 162002  0 Jan07 pts/66   00:00:00 -bash
root     162683      2  0 10:07 ?        00:00:00 [kworker/47:2]
root     163108   2477  0 10:10 ?        00:00:00 sshd: swansonkar98 [priv]
swanson+ 163147 163108  0 10:10 ?        00:00:00 sshd: swansonkar98@pts/177
swanson+ 163148 163147  0 10:10 pts/177  00:00:00 -bash
root     163309   2477  0 10:10 ?        00:00:00 sshd: nicholasmullikin [priv]
nichola+ 163355 163309  0 10:10 ?        00:00:00 sshd: nicholasmullikin@pts/180
nichola+ 163356 163355  0 10:10 pts/180  00:00:00 -bash
brotibi  163388 162002  0 Jan07 pts/68   00:00:00 -bash
root     164034      2  0 10:12 ?        00:00:00 [kworker/5:2]
vanessa+ 164108 113100  0 Jan12 pts/162  00:00:00 vim main.c
nickbag+ 164437  77538  0 Jan12 pts/175  00:00:00 -bash
vanessa+ 164577 105796  0 Jan12 pts/178  00:00:00 -bash
root     165579   2477  0 10:17 ?        00:00:00 sshd: nikitapjethani [priv]
nikitap+ 165592 165579  0 10:17 ?        00:00:00 sshd: nikitapjethani@pts/97
nikitap+ 165593 165592  0 10:17 pts/97   00:00:00 -bash
root     167479      2  0 10:25 ?        00:00:00 [kworker/19:1]
root     167585   2477  0 10:25 ?        00:00:00 sshd: lehmer16 [priv]
lehmer16 167595 167585  0 10:25 ?        00:00:00 sshd: lehmer16@pts/19
lehmer16 167596 167595  0 10:25 pts/19   00:00:00 -bash
root     167705      2  0 10:26 ?        00:00:00 [kworker/32:2]
root     167707      2  0 10:26 ?        00:00:00 [kworker/47:1]
root     167768      2  0 10:26 ?        00:00:00 [kworker/6:0]
root     167805   2477  0 10:27 ?        00:00:00 sshd: nhansont [priv]
nhansont 167814 167805  0 10:27 ?        00:00:00 sshd: nhansont@pts/168
nhansont 167817 167814  0 10:27 pts/168  00:00:00 -bash
root     167867      2  0 10:27 ?        00:00:00 [kworker/3:2]
lehmer16 167888 167596  0 10:27 pts/19   00:00:00 ssh eric@maggie.ccs.neu.edu
root     168112   2477  0 10:27 ?        00:00:00 sshd: kathleenmoran [priv]
kathlee+ 168128 168112  0 10:27 ?        00:00:00 sshd: kathleenmoran@pts/172
kathlee+ 168129 168128  0 10:27 pts/172  00:00:00 -bash
root     168345      2  0 10:28 ?        00:00:00 [kworker/2:0]
root     168348      2  0 10:28 ?        00:00:00 [kworker/20:1]
root     168349      2  0 10:28 ?        00:00:00 [kworker/44:2]
root     168350      2  0 10:28 ?        00:00:00 [kworker/46:2]
root     168351      2  0 10:28 ?        00:00:00 [kworker/22:0]
root     168352      2  0 10:28 ?        00:00:00 [kworker/40:2]
root     168353      2  0 10:28 ?        00:00:00 [kworker/10:1]
root     168354      2  0 10:28 ?        00:00:00 [kworker/12:0]
root     168355      2  0 10:28 ?        00:00:00 [kworker/0:2]
root     168356      2  0 10:28 ?        00:00:00 [kworker/24:2]
root     168358      2  0 10:28 ?        00:00:00 [kworker/8:2]
root     168359      2  0 10:28 ?        00:00:00 [kworker/36:0]
root     168360      2  0 10:28 ?        00:00:00 [kworker/25:0]
root     168365      2  0 10:28 ?        00:00:00 [kworker/11:1]
root     168366      2  0 10:28 ?        00:00:00 [kworker/35:1]
root     168368      2  0 10:28 ?        00:00:00 [kworker/17:2]
root     168369      2  0 10:28 ?        00:00:00 [kworker/41:2]
root     168370      2  0 10:28 ?        00:00:00 [kworker/13:1]
root     168372      2  0 10:28 ?        00:00:00 [kworker/7:0]
root     168374      2  0 10:28 ?        00:00:00 [kworker/18:2]
root     168375      2  0 10:28 ?        00:00:00 [kworker/42:0]
root     168377      2  0 10:28 ?        00:00:00 [kworker/16:1]
root     168378      2  0 10:28 ?        00:00:00 [kworker/14:0]
root     168408      2  0 10:28 ?        00:00:00 [kworker/4:0]
root     168410      2  0 10:28 ?        00:00:00 [kworker/30:0]
root     168411      2  0 10:28 ?        00:00:00 [kworker/5:0]
root     168412      2  0 10:28 ?        00:00:00 [kworker/29:1]
root     168414      2  0 10:28 ?        00:00:00 [kworker/23:0]
root     168415      2  0 10:28 ?        00:00:00 [kworker/39:1]
root     168417      2  0 10:28 ?        00:00:00 [kworker/43:2]
root     168978      2  0 10:30 ?        00:00:00 [kworker/9:1]
root     168979      2  0 10:30 ?        00:00:00 [kworker/33:2]
root     168983      2  0 10:30 ?        00:00:00 [kworker/37:1]
root     168985      2  0 10:30 ?        00:00:00 [kworker/19:2]
root     169101      2  0 10:31 ?        00:00:00 [kworker/u545:4]
root     169118   2477  0 10:31 ?        00:00:00 sshd: bachung97 [priv]
bachung+ 169153 169118  0 10:31 ?        00:00:00 sshd: bachung97@pts/170
bachung+ 169155 169153  0 10:31 pts/170  00:00:00 -bash
root     169720      2  0 10:34 ?        00:00:00 [kworker/32:0]
root     171038      2  0 10:39 ?        00:00:00 [kworker/8:1]
root     171085   2477  0 10:39 ?        00:00:00 sshd: cwil290831 [priv]
root     171100      2  0 10:39 ?        00:00:00 [kworker/28:2]
cwil290+ 171109 171085  0 10:39 ?        00:00:00 sshd: cwil290831@pts/9
cwil290+ 171110 171109  0 10:39 pts/9    00:00:00 -bash
root     171766      2  0 10:42 ?        00:00:00 [kworker/15:0]
root     171981      2  0 10:43 ?        00:00:00 [kworker/u546:6]
kzhangs+ 172158 226004  0 Jan12 pts/182  00:00:00 -bash
kzhangs+ 172214 226004  0 Jan12 pts/183  00:00:00 -bash
root     172316   2477  0 10:45 ?        00:00:00 sshd: costastephen [priv]
costast+ 172328 172316  0 10:45 ?        00:00:00 sshd: costastephen@pts/179
costast+ 172329 172328  0 10:45 pts/179  00:00:00 -bash
root     172467      2  0 10:45 ?        00:00:00 [kworker/27:0]
root     173118      2  0 10:46 ?        00:00:00 [kworker/26:0]
root     173132      2  0 10:46 ?        00:00:00 [kworker/34:0]
vanessa+ 173381 164577  0 Jan12 pts/178  00:00:00 vim main.c
root     173462      2  0 10:48 ?        00:00:00 [kworker/u546:1]
